title,author,publishTime,category,intro,free,price,cover
30天精学Excel：从菜鸟到数据分析高手,金桥 周奎奎,2020-11-01 00:00:00,计算机-软件学习,《30天精学Excel——从菜鸟到数据分析高手》以解决实际工作中的常见问题为导向，以大量实际工作经验为基础，介绍Excel中常用、实用的功能，帮助读者经过30天时间脱离“菜鸟”行列。第1章介绍Excel中常见的简单但实用性较强的技巧；第2章介绍学习Excel必须练好的基本功；第3章介绍单元格数据整理，整理凌乱的数据，可以使数据更规范；第4章介绍通配符与查找替换功能，这些功能的结合运用，可以批量处理不规范的数据；第5章介绍数据的安全保护与多表数据快速汇总，保护数据的安全可以减少损失；汇总可以将数据快速整合到一张表格中；第6章介绍高效数据管理，使用正确的方法，可以提升数据输入效率，避免输入错误数据；第7章介绍高效数据分析必备技能——函数，详细介绍了常用函数的使用方法，以帮助读者解决办公中遇到的问题；第8章介绍高效数据分析神器——数据透视表，熟练掌握数据透视表可以在处理大量数据时提高效率；第9章详细介绍了3个真实的工作案例，以巩固前面学习的内容。全书配有360分钟同步视频讲解，扫描书中二维码即可观看教学视频，真正做到让读者拿着手机看操作步骤、看技巧，拿着书本学高手理念。,0,44.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/52/35263052/s_35263052.jpg
剪映短视频剪辑与运营全攻略：视频剪辑+音频处理+后期特效+运营管理,麓山文化,2020-12-01 00:00:00,计算机-软件学习,剪映是一款操作简单、功能齐全的视频编辑软件，可以与抖音短视频平台无缝链接。剪映的应用不仅能提高短视频的质量，还能降低短视频的制作门槛，帮助更多用户快速跻身短视频行业，做出人气爆棚的视频作品。全书共分7章。前5章通过基础内容讲解，穿插技术提示和案例操作，对剪映软件的素材剪辑、画面调整、音频处理、特效运用等功能进行了全面、系统的介绍。后2章则针对视频的发布共享、后期运营推广等进行了详细介绍。本书内容全面、条理清晰，讲解通俗易懂，除了必要的理论阐述，还采用了步骤导图的讲解模式，带领读者深入学习剪映的使用方法和操作技巧。 随书提供操作案例的素材文件、效果文件和在线教学视频，方便读者边学习边操作，提高学习效率，快速掌握短视频的制作方法。 本书适合短视频剪辑爱好者、自媒体运营人员、新媒体平台工作人员、电商运营人员等阅读。,0,44.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/570/34916570/s_34916570.jpg
AutoCAD 2020中文版从入门到精通（标准版）,CAD/CAM/CAE技术联盟,2020-02-01 00:00:00,计算机-软件学习,《AutoCAD 2020中文版从入门到精通（标准版）》综合介绍了AutoCAD 2020中文版的基础知识和应用技巧。全书共11章，其中第1～8章主要介绍了AutoCAD 2020中文版中二维平面绘图的基础知识和使用技巧，第9～11章主要介绍了在软件中三维对象的创建方法及编辑技巧。另附3章线上扩展学习内容，分别对二维绘图知识和三维模型创建内容进行了拓展。每章的知识点都配有案例讲解，使读者对知识点有更进一步的了解，并在每章最后配有巩固练习题，使读者能综合运用所学的知识点。,0,62.86,https://wfqqreader-1252317822.image.myqcloud.com/cover/165/29977165/s_29977165.jpg
和秋叶一起学Word（第3版）,秋叶,2020-02-01 00:00:00,计算机-软件学习,Word、PPT、Excel，哪一个值得你花精力去学习？我认为是Word，因为Word 软件的使用频率高，所以学习以后能很大程度提升你的办公能力，节约很多工作时间。有一个段子是这么说的——“我很小的时候就明白了，系鞋带会浪费掉一生中的三年光阴，于是我从不买有鞋带的鞋子。很多事情你得研究透彻，讲究效率。” 这句话不是我说的，是CNN 创办人特德? 特纳说的。花费时间研究常用的软件，可以帮助你节约大量的时间，时间才是最宝贵的财富。本书精心编排知识点，从正确的使用习惯开始，让你从“以为自己会Word”变成“真正的Word达人”，让你在职场中更高效、更专业。,0,55.2,https://wfqqreader-1252317822.image.myqcloud.com/cover/619/30915619/s_30915619.jpg
Excel 职场手册：260招菜鸟变达人,聂春霞 佛山小老鼠,2017-05-01 00:00:00,计算机-软件学习,本书循序渐进、由浅入深地介绍了Excel丰富而又强大的功能。全书共18章，依次讲解了数据操作与处理、数据分析、公式与函数应用、图表制作，以及宏与VBA、Excel与Access双剑合璧等多种综合和高级使用技巧。每章都有大量的案例，在讲解操作方法和技巧时，采用了详细的步骤图解，部分内容还配有操作过程演示动画、示例文件和视频，读者可到“异步社区”网站下载。附录中提供Excel限制和规范及Excel常用快捷键，方便读者随时查阅。,0,31.36,https://wfqqreader-1252317822.image.myqcloud.com/cover/223/22651223/s_22651223.jpg
Excel+Python：飞速搞定数据分析与处理,费利克斯·朱姆斯坦,2022-03-01 00:00:00,计算机-软件学习,在如今的时代，大型数据集唾手可得，含有数百万行的数据文件并不罕见。Python是数据分析师和数据科学家的首选语言。通过本书，即使完全不了解Python，Excel用户也能够学会用Python将烦琐的任务自动化，显著地提高办公效率，并利用Python在数据分析和科学计算方面的突出优势，轻松搞定Excel任务。你将学习如何用pandas替代Excel函数，以及如何用自动化Python库替代VBA宏和用户定义函数等。本书既适合Excel用户，也适合Python用户阅读。,0,44.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/680/43509680/s_43509680.jpg
来吧！带你玩转Excel VBA,罗刚君，杨嘉恺编著,2013-07-01 00:00:00,计算机-软件学习,本书旨在普及Excel VBA 基础理论，以及通过VBA 的高级应用扩展Excel 的功能，提升读者的制表效率，解决工作中的疑难，同时亦可借此开发商业插件。本书主要分为操作自动化引言篇、入门篇、进阶篇和疑难解答篇，覆盖从入门到提高的所有内容，以满足不同层次的读者需求。其中操作自动化引言篇简述了操作自动化的需求与方式，借此引出VBA 入门篇。VBA 入门篇包含第2 章到第13 章，主要介绍了与VBA 相关的基本概念、常用语句的语法、错误处理技巧、使用数组、开发自定义函数和设计窗体等内容。进阶篇包含第14 章到第22 章，主要介绍了类的应用、读取网页数据、制作菜单、开发插件、保护代码、制作安装程序，及开发具有撤销功能的插件等内容。疑难解答篇即本书第23 章，该章提供了365 个疑难问答，帮助读者解决日常工作中的一些困惑。,0,34,https://wfqqreader-1252317822.image.myqcloud.com/cover/757/655757/s_655757.jpg
零基础学Procreate萌物绘,兔豆尼老师编著,2021-05-01 00:00:00,计算机-软件学习,喜欢画画却苦于没有时间？不愿意费心创作，却又想体会绘画带来的种种快意？看了这本书你就会知道，原来“萌”物也能用Procreate表现得如此淋漓尽致！在这个万物皆可“萌”的世界里，认真看完就能轻松上手，书中有无限的乐趣等着你去挖掘。这是一本教你用Procreate来画画的书，它将带你进入移动设备数字绘画领域，更自由地表达自己的创意。全书共分为6课：第1课（Lesson1）从Procreate的使用方法开始讲起，带你认识这款软件的管理界面和绘图界面，除此之外，还会教你一些常用手势的操作方法、实用的上色方法及笔刷的妙用；第2课（Lesson2）将教大家使用Procreate画出基本的线条与图形，以及简笔画的绘制技巧；第3课（Lesson3）至第6课（Lesson6）则教大家如何画出一个个萌趣可爱的小物，里面有吃货的可爱日常、多变的天气、旅途的风景、快乐的节日、乖巧的萌宠、萌系小人和各种实用装饰小元素，只需要寥寥几笔，就能让你信手涂绘出万物。赶紧翻开这本书吧，让它为你的生活增添更多乐趣！,0,38.8,https://wfqqreader-1252317822.image.myqcloud.com/cover/847/43208847/s_43208847.jpg
计算机图形学编程（使用OpenGL和C++）,V.斯科特·戈登 约翰·克莱维吉,2020-02-01 00:00:00,计算机-软件学习,本书以C++和OpenGL 作为工具，教授计算机图形学编程。全书共14 章和3 个附录。首先从图形编程的基础和准备工作开始，依次介绍了OpenGL 图像管线、图形编程数学基础、管理3D 图形数据、纹理贴图、3D 模型、光照、阴影、天空和背景、增强表面细节、参数曲面、曲面细分、几何着色器，以及其他相关的图形编程技术。附录分别介绍了Windows、macOS 平台上的安装设置，以及Nsight 图形调试器的应用。本书每章最后配备了不同形式的习题，供读者巩固所学知识。本书适合作为高等院校计算机科学专业的计算机图形编程课程的教材或辅导书，也适合对计算机图形编程感兴趣的读者自学。,0,44.16,https://wfqqreader-1252317822.image.myqcloud.com/cover/518/31403518/s_31403518.jpg
Linux Shell脚本攻略（第3版）,克里夫·弗林特 萨拉特·拉克什曼 山塔努·图沙尔,2018-03-26 00:00:00,计算机-软件学习,本书结合丰富的实际案例介绍了如何利用shell命令实现与Linux操作系统的高效沟通，具体内容包括：各类日常任务以及如何利用shell命令更快速地解决问题；编写脚本从Web中挖掘数据并进行处理；在脚本中与简单的Web API进行交互；任务的执行及自动化；创建及维护文件和文件夹归档，利用shell进行压缩和加密。第3版讲解了最新的Linux发行版中加入的令人激动的新特性，帮助你完成从未想到过的功能。,0,44.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/823/26211823/s_26211823.jpg
Adobe Premiere Pro 2020基础培训教材,王琦,2020-10-01 00:00:00,计算机-软件学习,本书是Adobe中国授权培训中心官方教材，针对Premiere Pro 2020初学者，深入浅出地讲解了软件的使用技巧，并通过综合案例进一步引导读者掌握软件的应用方法。 全书以Premiere Pro 2020版本为基础进行讲解。,0,36.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/394/33819394/s_33819394.jpg
Adobe Photoshop 国际认证培训教材,Adobe中国授权培训中心,2020-06-01 00:00:00,计算机-软件学习,本书是Adobe中国授权培训中心官方教材，针对Photoshop初学者深入浅出地讲解了软件的使用技巧，并用实战案例进一步引导读者掌握软件的应用方法。,0,61.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/174/31839174/s_31839174.jpg
微信小程序开发入门与实践,雷磊,2017-04-01 00:00:00,计算机-软件学习,本书主要围绕OrangeCan项目展开一系列编码工作，用几近真实的项目介绍小程序的各个API、组件用法，并附带一些小程序开发的经验、技巧以及常见的误区说明。整个OrangeCan项目分为三部分：文章阅读、电影资讯以及设置。文章阅读包括文章列表、文章详情以及评论，通过编写文章阅读功能的代码，读者将学会swiper组件的裁剪模式、image组件的裁剪模式、缓存的使用技巧、列表渲染、数据绑定、模板、音乐播放、录音、分享等知识。除此之外，读者将对小程序页面的生命周期有一个大致了解。学习完这部分内容，读者将可以轻松做出一个内容型小程序应用。电影资讯功能主要介绍如何调用服务器数据及template模板的使用技巧。设置页面功能包含大量功能示例，包括获取硬件设备信息、罗盘与重力感应的应用、扫描二维码、用户登录、用户信息校验、解析用户加密数据、获取用户openId、发送模板消息、微信支付等功能。本书还提供部分服务器的PHP代码，主要供用户登录、校验、解析加密数据、模板消息、微信支付等功能调用。本书内容丰富、注重实战，讲解通俗易懂。适合小程序开发人员、培训机构和企业内部培训使用。,0,34.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/713/920713/s_920713.jpg
Excel应用大全（白金版）,杨小丽,2018-01-01 00:00:00,计算机-软件学习,本书为《Excel应用大全》的全新升级版，全书兼顾Excel2003、2007、2010、2013和2016版本的用户，分别从Excel的基本功能、公式和函数的基本应用、数据的高级管理、图表的基本应用、数据的透视分析和高级分析、Excel协同工作以及Excel自动化功能7个方面对Excel的常规应用进行了详细介绍,0,71.1,https://wfqqreader-1252317822.image.myqcloud.com/cover/561/31729561/s_31729561.jpg
和秋叶一起学WPS Office,秋叶 刘晓阳编著,2021-10-01 00:00:00,计算机-软件学习,本书通过职场中常见的各类办公文档实例，遵循“正确思路+经验总结+案例分析+解决问题”的路线，详细地介绍了WPS Office的基础知识和使用方法，并对办公中经常遇到的难题进行了指导。全书共10章。第1章~第2章通过9个案例介绍文档的基本操作、科学的文档排版流程；第3章~第7章通过18个案例介绍电子表格的制作与美化、数据分析与汇总、图表、函数与公式及表格数据的规划求解；第8章~第10章通过7个案例介绍如何快速打造简单又好看的演示文稿，怎样让你的演示文稿更专业，以及演示文稿的动画设计与放映的方法。本书精心编排知识点，帮助读者从正确的使用习惯开始，在职场办公中更专业。,0,63.94,https://wfqqreader-1252317822.image.myqcloud.com/cover/550/41296550/s_41296550.jpg
Excel也可以很好玩,伍云辉编著,2012-10-01 00:00:00,计算机-软件学习,本书以一位应届毕业生的职场成长经历为主线，根据主人公的工作经历，由浅入深地介绍Excel在日常工作中的应用。从最初在Excel中输入数据、对表格进行编辑、格式化工作表，到应用Excel模板、使用公式处理数据、使用函数处理数据、用Excel图表制作报表、对数据进行排序、筛选，再到使用Excel的宏、VBA编程、使用方案、规划求解对工作中的数据进行预测等高级应用，作者都进行了深入讲解。,1,0,https://wfqqreader-1252317822.image.myqcloud.com/cover/597/680597/s_680597.jpg
从数据到Excel自动化报表：Power Query和Power Pivot实战,黄海剑,2019-03-01 00:00:00,计算机-软件学习,Excel的Power系列功能的神奇，不仅在于它的强大，更在于它的易用性，对大部分普通用户来说，掌握一些可视化的界面操作及基础函数，可以极大提高日常数据处理效率。本书主要介绍如何将原始数据变为自动化报表，主要内容包括Excel的Power系列功能中的两大核心功能——Power Query和Power Pivot的关键知识点。通过一个个案例，以期让普通的Excel用户能快速掌握Power Query和Power Pivot的核心知识，从而将其有效地应用到实际工作中，提升工作效率。本书适合具备一定Excel应用基础知识，了解Excel 基础函数应用的读者。另外，本书也适合财务、统计、人力资源、客服、售后服务、电商等领域需要处理大量数据的朋友学习。,0,41.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/763/25449763/s_25449763.jpg
Excel 2019公式与函数应用大全（视频教学版）,诺立教育 钟元权,2020-01-01 00:00:00,计算机-软件学习,本书通过大量的实例详细讲解Excel 2019的常用函数，并且介绍公式与函数相关的基础知识以及函数在职场各个领域的具体使用方法。读者在工作时，若有不明白的函数，只需要翻开本书查阅相关的讲解即可。本书共16章，前3章介绍公式与函数操作基础，分别是公式技巧、函数基础、单元格引用、数组的应用、公式的审核与修正、分析与解决公式返回错误值；中间8章介绍8类函数的实际应用，包括逻辑函数、日期和时间函数、数学函数、文本函数、统计函数、财务函数、查找与引用函数、信息函数；最后5章结合实际介绍函数在职场各个领域的应用，包括员工档案管理、员工考勤管理、员工薪资管理、公司销售管理、固定资产管理。本书内容全面、结构清晰、语言简练，不仅适合正在学习函数使用方法的读者阅读，而且特别适合作为数据分析人员、财务人员、统计人员、行政人员及教师的案头手册。,0,49,https://wfqqreader-1252317822.image.myqcloud.com/cover/180/30183180/s_30183180.jpg
Unity 3D游戏开发（第2版）,宣雨松编著,2018-09-01 00:00:00,计算机-软件学习,Unity是一款市场占有率非常高的商业游戏引擎，横跨25个主流游戏平台。本书基于Unity 2018，结合2D游戏开发和3D游戏开发的案例，详细介绍了它的方方面面，内容涉及编辑器、游戏脚本、UGUI游戏界面、动画系统、持久化数据、静态对象、多媒体、资源加载与优化、自动化与打包等。本书适合初学者或者有一定基础的开发者阅读。,0,44.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/651/38493651/s_38493651.jpg
Excel 2007函数与公式实战技巧精粹,Excel Home,2013-08-01 00:00:00,计算机-软件学习,《Excel2007函数与公式实战技巧精粹》汇集了用户在使用Excel函数与公式过程中常见的需求，通过288个技巧的演示与讲解，将Excel高手的过人技巧手把手地教给读者，并帮助读者发挥创意，灵活有效地使用Excel函数和公式来处理工作中遇到的问题。　《Excel2007函数与公式实战技巧精粹》分为5篇26章，函数导读篇介绍了函数与公式基础知识等内容；函数常用技巧篇介绍了逻辑与信息函数等；函数综合应用技巧篇介绍了数字及文本处理技术、条件筛选技术等内容；其他功能中的函数应用篇介绍了条件格式中使用函数等内容；实例作证篇列举了多个Excel函数与公式服务于企业实际应用的实例。,0,41.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/935/22651935/s_22651935.jpg
下一代空间计算：AR与VR创新理论与实践,艾琳·潘希利南 斯蒂夫·卢卡斯 瓦桑斯·莫汉,2020-09-01 00:00:00,计算机-软件学习,本书以基本概念、理论原理为主，以行业应用案例为辅，介绍空间计算中的交互设计、艺术设计、计算机视觉技术、AR/VR 开发框架、跨平台应用开发技术、机器学习与数据可视化、人工智能等领域的知识图谱，并展示了空间计算在医疗保健、体育娱乐、教育培训等行业的实际应用案例。本书提供了对空间计算的庞大知识体系的广阔概览。本书适合那些在技术开发、艺术设计、产品策划方面具有一定经验的读者，可作为他们入门空间计算领域的指引之书 ；也适合那些在空间计算领域已有一定实践经验的从业者，作为梳理知识体系与开拓创新思路之用。,0,100.8,https://wfqqreader-1252317822.image.myqcloud.com/cover/586/34171586/s_34171586.jpg
Excel表格制作与数据处理从入门到精通,赛贝尔资讯,2019-07-01 00:00:00,计算机-软件学习,《Excel表格制作与数据处理从入门到精通》内容丰富、图文并茂、由浅入深，结合大量的实例，系统介绍了Excel在日常工作中管理表格应用与数据分析的各个方面内容，具有较强的实用性和可操作性。读者只要跟随教材中的讲解边学习边操作，即可轻松地掌握运用Excel解决日常办公中各种实际问题的具体方法，起到事半功倍的效果。全书共分13章，前7章是Excel基础知识的讲解，分别是：工作表、数据输入与编辑、表格美化与打印、数据计算、数据整理与分析、图表、数据透视表等内容；后6章是Excel行业案例的讲解，分别是：日常行政管理分析表、日常费用报销与费用支出管理、员工档案管理与人事分析、员工考勤和加班管理、员工薪酬福利管理、企业产品进销存管理与分析等行业案例。,0,48.86,https://wfqqreader-1252317822.image.myqcloud.com/cover/670/26125670/s_26125670.jpg
数码摄影后期高手之路（第2版）,李涛,2021-05-01 00:00:00,计算机-软件学习,2016年，《数码摄影后期高手之路》上市以来得到了读者的广泛好评。时隔4年，作者对该书进行了全新修订。他通过基础篇、应用篇和延展篇三大部分对数码摄影后期进行了透彻地阐述。让读者可以从较高的高度对数码摄影后期有了全局的认识和思考。本书将后期流程分为典型工作流、局部调整、曲线调整、锐化与降噪和输出等六大步骤，使读者在后期操作时有法可依。本书在后期应用中着重介绍了照片的通透、影调、抠像、接片、堆栈、电影色调、Lab调色和创造光线等实用且流行的后期技术，本书还对Lightroom和Adobe Camera Raw的内核模块进行了对比解析。这其中很多技术曾让从业者望而却步，本书却将这些技术讲解的非常透彻和简捷，一定会让读者在数码摄影后期水平得到升华。,0,108.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/645/38493645/s_38493645.jpg
Excel效率手册：用函数更快更好搞定数据分析（全彩印刷+视频讲解）,曾令建,2019-10-01 00:00:00,计算机-软件学习,本书精心挑选热门、高频、实用案例，讲解Excel函数在文本、统计、数学、逻辑、查找、引用等方面的应用，帮助Excel新手成为高手！全书100个纯技巧，涵盖行政、文秘、人事、财务、会计、市场、销售等多个岗位，帮助大家高效做事！本书适合读者：市场营销人员、平台运营人员、数据分析人员、企业行政管理人员、人力资源管理人员、统计分析人员等。,0,34,https://wfqqreader-1252317822.image.myqcloud.com/cover/950/26619950/s_26619950.jpg
跟李锐学Excel数据分析,李锐,2021-11-01 00:00:00,计算机-软件学习,本书精选了Excel的常用功能及经典案例，用13章内容分别介绍了告别繁琐重复手工操作的快捷方法，单击鼠标批量导入数据的技巧，快速录入数据的技巧，数据清洗与转换的方法，多表合并技术，经典的函数用法，数据透视表的创建，商务图表的制作，数据看板的制作，借助Power BI完成从数据获取、数据整理到数据分析、制作数据可视化交互报表的过程。,0,51.13,https://wfqqreader-1252317822.image.myqcloud.com/cover/480/41151480/s_41151480.jpg
Word+Excel+PPT+PS+移动办公：完全自学视频教程5合1,IT教育研究工作室,2018-12-20 00:00:00,计算机-软件学习,Word、Excel与PowerPoint是微软公司开发的Office办公软件中的最常用的三个组件，本书系统并全面地讲解了Word、Excel、PPT三个办公软件的应用技巧。在内容安排上，本书最大的特点就是不仅仅指导读者“会用”Office软件，而是重在传教如何“用好”Office软件进行高效办公。,0,53.88,https://wfqqreader-1252317822.image.myqcloud.com/cover/780/36610780/s_36610780.jpg
MATLAB R2020a完全自学一本通,刘浩,2020-09-01 00:00:00,计算机-软件学习,本书面向MATLAB的初、中级读者，在介绍MATLAB R2020a集成环境的基础上，对MATLAB使用中常用的知识和工具进行了详细的介绍。书中各章均提供了大量有针对性的示例，可供读者实战练习。根据内容的侧重点不同，全书分为4部分，共24章：第1～5章为基础部分；第6～10章为数学应用部分；第11～15章为工程应用部分；第16～20章为高级应用部分，第21～24章为知识拓展部分。由于篇幅受限，第19～24章为赠送电子图书部分。为了使用户能够更好地操作MATLAB，本书中示例的命令已记录在M文件及其他相关文件中，用户可以将相关的目录设置为工作目录，直接使用M文件进行操作，以便快速掌握MATLAB的使用方法。,0,62.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/483/34667483/s_34667483.jpg
